Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2020-05-09,Ocean's Twelve,2004,https://boxd.it/18m2Hv,3,,,2020-05-08
2020-05-12,Ocean's Thirteen,2007,https://boxd.it/18JYkZ,2.5,,,2020-05-11
2020-05-13,Erin Brockovich,2000,https://boxd.it/18PNmn,3.5,,,2020-05-12
2020-05-14,Traffic,2000,https://boxd.it/18XCYL,3,,,2020-05-13
2020-05-15,Logan Lucky,2017,https://boxd.it/194bHx,3.5,,,2020-05-14
2020-05-16,The Jungle Book,1967,https://boxd.it/19arLR,3,,,2020-05-15
2020-05-17,Pocahontas,1995,https://boxd.it/19gTdb,3.5,,,2020-05-16
2020-05-18,Mulan,1998,https://boxd.it/19pM2t,3.5,,,2020-05-17
2020-05-19,The Princess and the Frog,2009,https://boxd.it/19xvHZ,3.5,,,2020-05-18
2020-05-20,Tangled,2010,https://boxd.it/19ElSx,4,,,2020-05-19
2020-05-21,Frozen,2013,https://boxd.it/19OdDT,3,,,2020-05-20
2020-05-22,Frozen II,2019,https://boxd.it/19RQiB,2.5,,,2020-05-21
2020-05-24,Moana,2016,https://boxd.it/1a1YpF,3.5,,,2020-05-22
2020-05-25,Mary Poppins,1964,https://boxd.it/1aeEPT,4,,,2020-05-24
2020-05-26,The Martian,2015,https://boxd.it/1amWcL,3,,,2020-05-25
2020-05-27,Saving Mr. Banks,2013,https://boxd.it/1auYB5,3,,,2020-05-26
2020-05-29,Mary Poppins Returns,2018,https://boxd.it/1aDAkR,3.5,,,2020-05-27
2020-05-29,The Sound of Music,1965,https://boxd.it/1aGTlF,3.5,,,2020-05-28
2020-05-30,West Side Story,1961,https://boxd.it/1aPnG5,3,,,2020-05-29
2020-06-02,Singin' in the Rain,1952,https://boxd.it/1b3S4p,3,,,2020-05-31
2020-06-03,The Wizard of Oz,1939,https://boxd.it/1bcRGZ,3,,,2020-06-02
2020-06-06,Brooklyn,2015,https://boxd.it/1bvqSx,4.5,,,2020-06-05
2020-06-07,Ferris Bueller's Day Off,1986,https://boxd.it/1bCyx7,4,,,2020-06-06
2020-06-08,"Planes, Trains and Automobiles",1987,https://boxd.it/1bKPPD,3.5,,,2020-06-08
2020-06-09,Sixteen Candles,1984,https://boxd.it/1bR2cB,3,,,2020-06-08
2020-06-10,Batman,1989,https://boxd.it/1bYfy5,2.5,,,2020-06-10
2020-06-11,Batman Returns,1992,https://boxd.it/1c4mfL,2,,,2020-06-11
2020-06-12,Batman: Mask of the Phantasm,1993,https://boxd.it/1ccPp7,3,,,2020-06-11
2020-06-13,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/1cgfkj,3.5,,,2020-06-13
2020-06-14,Hamlet,1948,https://boxd.it/1cnqF7,4.5,,,2020-06-13
2020-06-15,Me and Earl and the Dying Girl,2015,https://boxd.it/1cvniv,3.5,,,2020-06-14
2020-06-17,Thunder Road,2018,https://boxd.it/1cGdN1,3.5,,,2020-06-15
2020-06-17,The Perks of Being a Wallflower,2012,https://boxd.it/1cIkAR,3.5,,,2020-06-17
2020-06-18,Spotlight,2015,https://boxd.it/1cOhyl,4.5,,,2020-06-17
2020-06-19,Leave No Trace,2018,https://boxd.it/1cTCTJ,3.5,,,2020-06-18
2020-06-20,The Social Network,2010,https://boxd.it/1cZyRh,4.5,Yes,,2020-06-19
2020-06-22,A Bug's Life,1998,https://boxd.it/1dc56H,3,,,2020-06-21
2020-06-22,"Monsters, Inc.",2001,https://boxd.it/1dcSWx,3.5,,,2020-06-21
2020-06-24,Finding Nemo,2003,https://boxd.it/1doP8j,4.5,,,2020-06-23
2020-06-24,Finding Dory,2016,https://boxd.it/1dpkJl,3.5,,,2020-06-23
2020-06-25,The Incredibles,2004,https://boxd.it/1dwXuD,4.5,,,2020-06-24
2020-06-26,Incredibles 2,2018,https://boxd.it/1dC98J,4,,,2020-06-25
2020-06-28,The Iron Giant,1999,https://boxd.it/1dMrBz,4,,,2020-06-27
2020-06-29,Cars,2006,https://boxd.it/1dT5Xn,3.5,,,2020-06-28
2020-06-30,Ratatouille,2007,https://boxd.it/1dZF5X,4.5,Yes,,2020-06-29
2020-07-01,WALL·E,2008,https://boxd.it/1e5QRP,4,Yes,,2020-06-30
2020-07-02,Toy Story,1995,https://boxd.it/1ebyB7,4.5,Yes,,2020-07-01
2020-07-03,Up,2009,https://boxd.it/1ehmT1,4,Yes,,2020-07-02
2020-07-05,Brave,2012,https://boxd.it/1eth9V,3,,,2020-07-04
2020-07-06,The Good Dinosaur,2015,https://boxd.it/1eC9IL,3.5,,,2020-07-05
2020-07-07,Coco,2017,https://boxd.it/1eIyZ5,4.5,,,2020-07-06
2020-07-08,Onward,2020,https://boxd.it/1eOUFX,3.5,,,2020-07-07
2020-07-09,My Neighbor Totoro,1988,https://boxd.it/1eTP85,4.5,,,2020-07-08
2020-07-09,Spider-Man: Into the Spider-Verse,2018,https://boxd.it/1eV6QZ,4.5,Yes,,2020-07-08
2020-07-10,Lawrence of Arabia,1962,https://boxd.it/1f0Vc7,5,Yes,,2020-07-09
2020-07-11,Toy Story 3,2010,https://boxd.it/1f6Jb9,4,Yes,,2020-07-10
2020-07-14,Inside Out,2015,https://boxd.it/1ftuPJ,4.5,Yes,,2020-07-13
2020-07-18,Akira,1988,https://boxd.it/1fScXl,3,,,2020-07-17
2020-07-19,Your Name.,2016,https://boxd.it/1fYVI3,3.5,,,2020-07-18
2020-07-21,Kubo and the Two Strings,2016,https://boxd.it/1gcgvb,2.5,,,2020-07-20
2020-07-22,Chicken Run,2000,https://boxd.it/1gixOL,4,,,2020-07-21
2020-07-23,Song of the Sea,2014,https://boxd.it/1goRKL,3.5,,,2020-07-22
2020-07-24,Batman Begins,2005,https://boxd.it/1guKO9,4.5,Yes,,2020-07-23
2020-07-25,The Dark Knight,2008,https://boxd.it/1gBiCX,5,Yes,,2020-07-24
2020-07-28,The Dark Knight Rises,2012,https://boxd.it/1gStvH,4.5,Yes,,2020-07-25
2020-07-27,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/1gNHGp,3.5,Yes,,2020-07-26
2020-07-28,It's Such a Beautiful Day,2012,https://boxd.it/1gVvvv,4,,,2020-07-27
2020-08-03,Teenage Mutant Ninja Turtles,1990,https://boxd.it/1hvdvp,3.5,,,2020-08-02
2020-08-03,Ryan's Daughter,1970,https://boxd.it/1hy2wR,4,,,2020-08-02
2020-08-15,Whiplash,2014,https://boxd.it/1iLT0z,5,Yes,,2020-08-14
2020-08-16,The Man from U.N.C.L.E.,2015,https://boxd.it/1iSkUr,3,,,2020-08-15
2020-08-18,Brief Encounter,1945,https://boxd.it/1j7F2P,5,,,2020-08-17
2020-08-21,Jojo Rabbit,2019,https://boxd.it/1jlS93,4.5,Yes,,2020-08-19
2020-09-17,Star Wars: The Last Jedi,2017,https://boxd.it/1mfE23,4.5,Yes,,2020-09-16
2024-05-14,Pretty Woman,1990,https://boxd.it/6tbOJB,2.5,,,2024-04-29
